great,life,world,war,jackie,hilarious,mulan,excellent,beautiful,people,fiction,truman,wife,titanic,father,pulp,reality,alien,town,performances,seen,rocky,perfect,family,performance,nthe,aliens,quite,damon,normal,chan,ripley,human,trek,today,memorable,best,casablanca,different,effective,stuart,angels,brilliant,enjoy,dance,tale,italian,nwhile,outstanding,job,sweet,wonderful,shall,able,including,henry,perfectly,private,frank,dramatic,young,brooks,october,important,horror,fantastic,mother,enjoyed,bit,raimi,makes,history,lucas,era,wars,tom,parents,terrific,carries,niro,simple,small,poker,love,destination,dark,jackal,monty,sam,men,works,vampire,twister,bowfinger,true,cameron,story,mel,rounders,roger,bad,nt,worst,like,boring,waste,looks,plot,action,stupid,lame,spawn,seagal,supposed,just,movie,reason,awful,arnold,fails,ni,script,ntheres,series,wasted,talent,director,save,mess,poor,terrible,point,problem,attempt,nso,sex,ridiculous,harry,odonnell,nwhy,humor,video,female,annoying,attempts,guess,confusing,middle,jokes,better,brenner,unfunny,joke,dull,cheap,tv,mars,dumb,did,snake,expected,trying,lynch,saved,trailer,catch,unfortunately,horrible,big,cop,professor,lee,sandler,watching,mean,got,murphy,make,hard,gags,killer,maybe,minutes,batman,given,anaconda,weak,bland,throw,nunfortunately,embarrassing,mona,pointless,bomb,fat,goes,paul,disappointing,thought,subplot,*label*
0.0,0.0,0.0,0.09172973830098106,0.0,0.0,0.8962475146587803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598842265515568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08447557919241334,0.0,0.0,0.11618368632850247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09328162169851319,0.0,0.0,0.0,0.0,0.0,0.0924947497975751,0.0,0.154724284364784,0.0,0.0,0.0,0.0,0.0,0.0799421132757784,0.0,0.0,0.0,0.0,0.0,0.0,0.13135732684367427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12353591323062975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05906879458495735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925978275814774,0.0,0.0,0.0,0.0,0.033040406199760654,0.0,0.07263519073380793,0.0,0.0,0.0,0.0,0.06453105391588426,0.0,0.0,0.0,0.0,0.0,0.0,0.03446474019846911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0924947497975751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06977767001139296,0.0,0.0,0.0,0.0,0.0,0.0,0.06316068947266171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12015961166058928,0.04718258242728044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06453105391588426,0.0,0.0,0.0,0.0,1
0.20791256090780386,0.06492770082863061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625098666162156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07067859258139557,0.13347960836583853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06347798829273493,0.0,0.0,0.0,0.0,0.0,0.24856896448323007,0.1085368058000417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09726315686591182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07186721989419521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19932896234380254,0.12059779555869422,0.10650555142379343,0.26511913411482163,0.10572632012084182,0.0,0.0,0.18657983239646705,0.15702597198277907,0.0,0.0,0.0,0.0,0.1061136705139926,0.09413684241062903,0.0,0.09467346563207367,0.12565224095964092,0.0,0.0,0.11836356287552076,0.0,0.0,0.0,0.0,0.0,0.0,0.20626689245729216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997461767717172,0.0,0.0,0.0,0.22507114185985885,0.0,0.0,0.0,0.11817571901924853,0.06853391314152922,0.0,0.13529115417884774,0.0,0.13623503168945086,0.12297037515368293,0.0,0.0,0.1285675950682196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07684570492584122,0.0,0.49387234734954005,0.0,0.0,0.0,0.11817571901924853,0.0,0.0,0.11481124848756903,0.0900268182897738,0.0,0.0,0.0,0.0,0.0,0.09100514869373073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07851298599138953,0.0,0.0,0.09879335135457556,0.26186733487055985,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17770317744224118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432702874326406,0.0,0.0,0.0,0.0,0.2829418045710936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40428293170721413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11834146238469141,0.0,0.0,0.3159203042357105,0.0,0.0,0.14879739711951426,0.0,0.0,0.0,0.0,0.0,0.1758961882477427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27184145291971284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632440364171026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029345249695289,0.0,0.0,0.0,0.0,0.0,0.0,0.2263493241844657,0.0,0.2971225090830368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1974007485375511,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2774380726684304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43286486857142453,0.0,0.0,0.0,0.0,0.3499827475484968,0.3334231620571799,0.0,0.19879735203867488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34185061971465636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18848418680640464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27241859472651353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22664406486392882,0.0,0.0,0.0,0.0,0.0,0.13286831158268902,0.0,0.0,0.0,0.0,0.0,0.0,0.20844798212562252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25902944219969803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15314679116207403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812581220924835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.05676334779128476,0.2658940119345416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10239696775308829,0.0,0.0,0.0,0.0,0.07966304262260873,0.0,0.0,0.0,0.0,0.15030830963760614,0.17903505519334315,0.0,0.0,0.0,0.0,0.20261167436483504,0.0,0.27612214448338734,0.0,0.10861316589144925,0.0,0.0,0.0,0.0,0.0,0.0,0.051991420491656844,0.0,0.07557313254529348,0.09295598403359026,0.0,0.1348347963908317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2091120170977547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098684739688529,0.0,0.2734562676407391,0.0,0.09545247778716728,0.0,0.0,0.0,0.0,0.0,0.0,0.11416863291272401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08332747893646959,0.0,0.0,0.11772518158119105,0.0,0.08924187800838469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12834769545147792,0.2768237309390437,0.0,0.0,0.0,0.0,0.2634005211525813,0.0,0.10857244182488711,0.0,0.0,0.07146374357822653,0.25469591329445157,0.0,0.0,0.0,0.0,0.0,0.0,0.1542048917794077,0.13737770768887886,0.0,0.0,0.0,0.10179476304467593,0.09694525510122659,0.0,0.0,0.0,0.0,0.0,0.1146008006263333,0.08447108224191956,0.0,0.0,0.0,0.13148578146685838,0.15418415594773888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561324577528828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053178802386908315,0.0,0.0,0.06953408250602443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10408296351723126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14105361695841134,0.07373614525470573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19291734561164797,0.0,0.0,0.24274902892489414,0.0,1
0.15861736153342784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14306711536587777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20226049528564868,0.0,0.2771426570995556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4798538664254512,0.0,0.0,0.0,0.0,0.13545008509613143,0.0,0.0,0.0,0.0,0.25134051545436503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4565806504473532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096425606172535,0.28293290174101793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13138497185987058,0.0,0.0,0.0,0.0,0.18579907824558203,0.0,0.0,0.0,0.0,0.0,0.29782162194027445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.13445824493948286,0.07973839414612433,0.0,0.0,0.0,0.0,0.0,0.0,0.12945117183190405,0.0,0.0,0.0,0.0,0.20142147654329529,0.0,0.0,0.0,0.0,0.0,0.15089182295354242,0.0,0.0,0.0,0.0768185634798378,0.25614350941130287,0.0,0.0,0.0,0.0,0.0,0.0,0.09890025446127158,0.0,0.0,0.0,0.06572802354928385,0.0,0.0,0.0,0.0,0.0,0.0,0.11238399198617431,0.0,0.11652449699734835,0.0,0.09746050153299515,0.0,0.088120433809171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14641196658523434,0.0,0.0,0.0,0.0,0.0,0.0,0.15415350067258807,0.0,0.0,0.0,0.0,0.07216650864426045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744146191250338,0.0,0.0,0.0,0.0,0.0,0.0983171639861485,0.09949331277631414,0.0,0.0,0.0,0.09802925306738876,0.0,0.17498153093433827,0.0,0.0,0.0,0.0,0.12487249453966676,0.11028073794382917,0.13725826195140403,0.0,0.0,0.0,0.06439777497370157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434185348310028,0.0,0.0,0.0,0.0,0.0,0.2476729667133394,0.0,0.0,0.0,0.0,0.5070777866590718,0.10678910540098321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10328177108525047,0.0,0.0,0.0,0.2330489939946967,0.11195301667251065,0.0,0.0,0.0,0.14192632054177934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13234513858520855,0.1758112307459355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176240867618342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16811626027873855,0.0,0.09423090928563982,0.0,0.0,0.0,0.0,0.21737074669494136,0.0,0.0,0.0,0.0,0.0,0.08129595046976724,0.0,0.0,0.0,0.0,0
0.0,0.0,0.2218909064457837,0.0,0.0,0.0,0.0,0.0,0.0,0.18011422330384502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15273852548548675,0.0,0.0,0.0,0.0,0.0,0.0,0.27521330652727793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16789900400683136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10353812280325476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2434637098355613,0.0,0.0,0.0,0.0,0.5212307941537517,0.0,0.12731783932408255,0.0,0.0,0.0,0.26880301795055855,0.0,0.16013076257825393,0.0,0.0,0.0,0.0,0.20343249601497948,0.0,0.136394769760881,0.0,0.0,0.17905495723663922,0.08526238475955221,0.0,0.0,0.0,0.18747113891854483,0.0,0.20158052184302377,0.14858294833813268,0.0,0.0,0.0,0.11564043313034546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17716174109098545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935895482056821,0.0,0.0,0.0,0.22142111647641677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08270349933253138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.11452192340268288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22544426086469185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06233278140542721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19685275640937894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12293254874651699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11719464299592731,0.6381447977939962,0.0,0.3117514074084772,0.37296812854914535,0.0,0.0,0.0,0.0,0.19604868755309085,0.0,0.0,0.0,0.0,0.0830210535590581,0.07396160975343379,0.16698862336123083,0.0,0.0,0.0,0.10438705443364243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14157901191656463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1012542014983983,0.0,0.0,0.20844278280082745,0.19293754033274282,0.14318941535383428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.10748022593067047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12061653213930343,0.0,0.0,0.0,0.1228110118825157,0.29250038897728914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10508039613685334,0.0,0.15274163756377285,0.0,0.0,0.0,0.0,0.0,0.0,0.18628949484458296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13228042735072293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13562449586682346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16841402702460556,0.1558115938341663,0.0,0.11896778928957788,0.0,0.0,0.0,0.0,0.0,0.0,0.1590614802476721,0.0,0.0,0.0,0.0,0.0,0.4662427478751732,0.0,0.0,0.0,0.0,0.13309037742971666,0.0,0.07314562728886777,0.0,0.0,0.14443610914280763,0.0,0.0,0.18399409131059,0.0,0.0,0.0,0.0,0.07791627426789112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2316208600099338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15536248744529788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14053605124942115,0.0,0.0,0.0,0.0,0.0,0.0,0.12720908983102291,0.0,0.0,0.0,0.0,0.0,0.19562610130354977,0.0,0.0,0.3801132265378117,0.14902888360614053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299690789162369,0.19847104981714486,0.0,0.0,0.0,0
