great,hilarious,life,people,jackie,world,seen,pulp,wife,excellent,father,reality,memorable,beautiful,normal,rocky,chan,today,trek,titanic,mulan,war,truman,horror,fiction,mel,town,performances,quite,alien,enjoy,ash,damon,performance,frank,job,fun,brilliant,outstanding,dramatic,including,parents,ripley,enjoyable,perfect,sweet,blade,enjoyed,bond,able,italian,henry,twister,nwhile,aliens,raimi,mamet,roger,casablanca,hauer,brooks,bowfinger,jackal,carries,stiller,terrific,mother,chris,good,bit,different,think,important,grant,mighty,smiths,robocop,fame,effective,october,la,violence,iron,angels,coming,niro,human,sam,shall,zoolander,pace,simple,tale,fargo,portrayed,attorney,natural,mike,brown,starts,bad,worst,nt,boring,looks,waste,plot,like,lame,fails,supposed,script,ntheres,awful,arnold,seagal,reason,wasted,talent,action,mess,spawn,terrible,poor,series,director,attempt,harry,stupid,save,geronimo,female,point,ridiculous,confusing,video,odonnell,better,middle,cheap,lynch,effect,saved,horrible,trailer,attempts,problem,murphy,nunfortunately,halloween,expected,weak,sex,unfortunately,combat,buddies,just,guess,catch,sandler,dull,humor,annoying,nhere,dutch,disappointing,mediocre,metro,jones,mona,samurai,nwhy,bye,nso,nbsp,unfunny,griffin,professor,given,meant,webb,maybe,basketball,commander,sloppy,killer,grinch,paul,anime,joke,lee,tv,nat,trying,day,bland,hard,embarrassing,subplot,harlem,*label*
0.0,0.0,0.18779452948351563,0.0,0.0,0.0,0.10537345220898965,0.0,0.2676257493972752,0.17010265746424574,0.14066021549049607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437730161068964,0.0,0.0,0.0,0.0,0.10729060156027351,0.0,0.12307564636534365,0.0,0.0,0.0,0.0,0.0,0.17877843134312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433281344796728,0.0,0.15005153450535222,0.0,0.1334387033077735,0.42571662984452263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20613269715632998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12618279744964278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23216309277415995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2923031035241056,0.0,0.0,0.0,0.06806949807997996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346777996545635,0.0,0.0,0.0,0.14966796136952676,0.26039030746289565,0.24555122945945643,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41410585998703503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4737977971174658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20037071267032242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32645108898473074,0.0,0.0,0.0,0.0,0.11043851227234816,0.17441049297853758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37937056339961595,0.0,0.0,0.0,0.0,0.0,0.3034289316624025,0.0,0.2900159051792676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16973169666661964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25649239378108474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1761307324463504,0.0,0.1650082628929081,0.07943177081869471,0.0,0.0,0.09258784242466712,0.0,0.5878826733519609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18854474448096087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19776728684194825,0.10410827794103487,0.0,0.0,0.14808952854833235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13533742766648116,0.0,0.40304175727504127,0.3326167850266515,0.0,0.0,0.16844446677475747,0.0,0.0,0.1348394615644795,0.20263086641405612,0.0,0.0,0.0,0.0,0.0,0.16535245544241967,0.0,0.09976705834054138,0.0,0.0,0.0,0.15016679986062179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08708657331471761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11962041349192302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11439777406395166,0.0,0.0,0.0,0
0.10102454021705806,0.0,0.09464494730270395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28356052158278783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649212894076724,0.0,0.0,0.0,0.0,0.0,0.0,0.13375556994784743,0.0,0.0,0.0,0.0,0.0,0.10814493221581134,0.0,0.0,0.12528443367295605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14982052835014695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28893884762525507,0.0,0.07562318037169194,0.11942823112924231,0.13450124534979016,0.4291065145330162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13923146737374126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09685377682234156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13800527434910786,0.0,0.16008058491342672,0.22889636709440583,0.0,0.0,0.0,0.17226445040086633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18741266215761773,0.0,0.0,0.0,0.0,0.0,0.09990171398257608,0.0,0.0,0.0,0.17832327977789889,0.0,0.0,0.0,0.3280856412413183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20583456002961106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21126419719790213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12375324902286045,0.12026313676109697,0.0,0.0,0.0,0.0,0.0,1
0.12957184622478563,0.0,0.30347380278866704,0.0,0.0,0.0,0.20433874624216217,0.0,0.0,0.0,0.18184423417816836,0.0,0.0,0.38833316797452855,0.0,0.0,0.0,0.0,0.0,0.14997125797340588,0.0,0.0,0.0,0.0,0.0,0.0,0.09847556831076157,0.0,0.0,0.0,0.0,0.0,0.0,0.06935215194719067,0.0,0.0,0.08034352514425305,0.0,0.0,0.0,0.0,0.1155615566981727,0.0,0.0,0.09607825197220525,0.24181145746735272,0.0,0.0,0.0,0.09092211708908418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09264664766706066,0.0,0.2909778676675112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479277381704175,0.0,0.16989110021708778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12317088850537261,0.0,0.105198851101285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12422251712059908,0.09956195674937537,0.0,0.0,0.0,0.0,0.0,0.12391738933466936,0.0,0.11618179597344279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10265791305464399,0.0,0.0,0.0,0.0,0.11047129157618978,0.0,0.0,0.0,0.0,0.0,0.28922908455652313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12813173407105677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08798778843267119,0.0,0.09812165426406708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13199943252698842,0.1010716976666214,0.0,0.0,0.0,0.18648651464458182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11207785192100257,0.0,0.0,0.0,0.0,0.0,0.0,0.23137026849276468,0.0,0.0,0.0,0.0,0.0,1
0.30172046653948786,0.0,0.0,0.09071364441097514,0.0,0.11175426579940771,0.0,0.0,0.0,0.0,0.14114724448851138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38242029707032016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21532417986051783,0.0,0.12350178966762981,0.12472506744969121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645889779540455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15057108047822002,0.11889501150538742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293994447893626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282460095795437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13738911249371885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507118354640675,0.0,0.0,0.0,0.0,0.0,0.1775271072877877,0.0,0.0,0.0,0.0,0.13659200075314423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06830518533049137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963330641461767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714953291924402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.20494697072833487,0.2959724656839321,0.0,0.0,0.0,0.0,0.0,0.0,0.30701517393564376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11709011885422875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2287388734053773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16375667350155465,0.0,0.0,0.11614999371290177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150157536420849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06973829188146255,0.0,0.0,0.16747609300156774,0.0,0.0,0.0,0.0,0.0,0.0,0.20537447186756838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441662577515867,0.0,0.0,0.0,0.1627724924460445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163301289165867,0.0,0.0,0.0,0.19307325452849394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172608422687682,0.0,0.0,0.0,0.0,0.0,0.371433541457731,0.0,0.0,0.0,0.2150157536420849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13398947449305576,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.3148192167295253,0.0,0.0,0.37339738890168456,0.0,0.0,0.0,0.0,0.0,0.2065810734829903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17150677963931557,0.2129594179509475,0.0,0.0,0.14830453170597493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16769784399278753,0.0,0.0,0.11894540301128267,0.0,0.0,0.27815856342421263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36377242011469035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10738882890030656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21433046174853235,0.0,0.0,0.2577329140222102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19100212915431394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297329288942907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266784336127175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23424398583094552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1767942286232225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11919379672625888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11071548700795714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16661126848450764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8232452795886197,0.06682919017536161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12304066247652093,0.0,0.0,0.0,0.0,0.0,0.14496677873474478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05692047195385771,0.0,0.0,0.0,0.10270902425186335,0.0,0.0,0.0,0.0,0.0,0.16762687399694742,0.0,0.10113935153094639,0.0,0.0,0.0,0.15223234013314582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12124948251381404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12849165662211598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1544462224673384,0.0,0.0,0.0,0.13331671264136266,0.0,0.10936235917503756,0.0,0.0,0.0,0.0,0.0,0.2594839994342214,0
0.0,0.0,0.5841017344352164,0.11247008917261744,0.0,0.41567105989931197,0.0,0.0,0.16648053043120686,0.0,0.1749995083669185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312202907389347,0.0,0.22361728727254945,0.0,0.0,0.0,0.22242350107709855,0.0,0.21262617208473142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09334176219114555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11190047013580341,0.07950204308900272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08468726325521844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274797321706671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3239592348882501,0.0,0.0,0.0,1
